41,bt_account__advised_super,bt_available_balance,bt available balances (guai),FAILED_RESPONSE,False,0.000,False,You are able to view a list of your account balances in the 'Investments' section on the navigation menu. Please select the 'Go to page' button.,"For now, I can't help with that. But I'm always learning.",Go to page|Minimum cash balance,,node0dzy6prr1s6z8lbhb7k9vo6hx42175029023156667a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:51:07.570908
43,bt_account__advised_super,bt_balance_decrease,Why has my balance decreased?,FAILED_RESPONSE,False,0.074,False,"One of our consultants will be able to assist you with this query. If you would like assistance, please select the 'Chat with consultant' button.","You are able to view your account performance from the 'Overview' section on the navigation menu. To generate performance reports:
45,bt_account__advised_super,bt_broken_link,Is there another link i can use,FAILED_RESPONSE,False,0.316,True,"One of our consultants will be able to assist you with this query. If you would like assistance, please select the 'Chat with consultant' button.",This query might need a little more attention. I'll connect you with one of our helpful consultants who can assist you further. Please select the ‘Chat with consultant’ button.,Chat with consultant,Chat with consultant,node01qjgc4lhg2myh1ec11nfiz1mn46175029023157067a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:51:12.290873
57,bt_account__advised_super,bt_change_withdrawal_limit,Where can I amend the daily withdrawal limit?,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,Make a withdrawal,,node01dqfczfpc4pe5a0vasiqfuhz558175029023158267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:51:24.439378
59,bt_account__advised_super,bt_client_details,How do I change my client's tax file number?,FAILED_RESPONSE,False,0.125,False,Which contact details would you like to update?,"If you'd like to add or amend your TFN, please contact your adviser, as they can update this on your behalf.",Mobile number|All other details,,node01fn2ycjkvq8to1l131b1ilkujl60175029023158467a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:51:26.524498
66,bt_account__advised_super,bt_compliance_letter,Hi i would like to obtain a letter of compliance please,FAILED_RESPONSE,False,0.079,False,"One of our consultants will be able to assist you with this query. If you would like assistance, please select the 'Chat with consultant' button.","To download our 'Choice of super fund' form, which includes our complying fund statement:
73,bt_account__advised_super,bt_ddo_trade,DDO Changes to trade,FAILED_RESPONSE,False,0.119,False,I can help you buy a managed fund or managed portfolio. Please select the 'Show me how' button.,To buy or sell an investment please speak to your financial adviser who will be able to assist you. You are able to view your adviser's details in the 'Account details' section on the navigation menu.,Show me how,,node01krwwsu048ntx1auzs18fn9nns74175029023159867a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:51:41.231821
79,bt_account__advised_super,bt_eidv,ID requirements for new advisers and support staff,FAILED_RESPONSE,False,0.096,False,"New advisers, support staff and paraplanners will be asked to provide and electronically verify an Australian photo identification document upon their first log in. Alternatively, they can contact us and we’ll provide instructions on how to send documents securely by either using Fileshare or a password protected email.","Only dealer group or practice manager roles on Panorama can set up staff access or update staff details online. To set up staff access for a new user: 
80,bt_account__advised_super,bt_email_disambig,I see you are asking about emails,FAILED_RESPONSE,False,0.077,False,I see you are asking about emails.,Didn't catch that. Would you mind rephrasing?,Why register again?|Resend registration email,,node0kn7ayxmvfngrutl33q12blq381175029023160567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:51:48.401802
81,bt_account__advised_super,bt_employer_contribution_details,contribution details super,CONTENT_MISMATCH,True,1.000,False,"To download our 'Choice of super fund' form, which includes our complying fund statement: 1. Select 'Go to page'. 2. In the 'Deposits and contributions' section, select 'Choice of super fund' then follow the prompts. Your employer can contribute via EFT or SuperStream.  For EFT: Provide your BSB and account number, and enter 'EMPLOYER' as reference for the deposit. For SuperStream: Provide your employer with our ABN (90 194 410 365), fund name (Panorama Super) and USI (90 194 410 365 011).","To download our 'Choice of super fund' form, which includes our complying fund statement:
83,bt_account__advised_super,bt_eofy_key_dates,End of Financial Year key dates,FAILED_RESPONSE,False,0.061,False,"For transactions to be reflected within 2024/25 annual statements, we must receive the payment by 5pm Friday 27th June 2025. We recommend submitting by Tuesday 24th June 2025 before 5pm.",I am here to help you during the end of financial year. You can chat with me by using keywords or selecting from these common queries:,EOFY information|Tax & annual statements,Key dates|Make a contribution|Tax statements & reports|Submit a Deduction notice|EOFY Information ,node01xashp9g5wmslr8u2pmru8c4m84175029023160867a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:51:51.417997
92,bt_account__advised_super,bt_get_to_know_pano,Get to know Panorama,FAILED_RESPONSE,False,0.000,True,Example Response,"The ABN for BT Panorama Super/Pension & BT Super Invest is 90 194 410 365
100,bt_account__advised_super,bt_key_dates,Key dates for end of financial year,FAILED_RESPONSE,False,0.000,False,Example Response,I am here to help you during the end of financial year. You can chat with me by using keywords or selecting from these common queries:,,Key dates|Make a contribution|Tax statements & reports|Submit a Deduction notice|EOFY Information ,node0194wcoia0dn111cv11qsu8pf5v101175029023162567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:52:08.106259
104,bt_account__advised_super,bt_linked_account_verification,Where do I put in the 1 cent verification code?,CONTENT_MISMATCH,True,1.000,False,I can help you verify your linked bank account to enable it for direct debits. Please select the 'Show me how' button.,I can help you verify your linked bank account to enable it for direct debits. Please select the 'Show me how' button.,Show me how|Link a bank account|Change linked bank account,Show me how,node0y9mj48igs4elnkimchg24qpu105175029023162967a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:52:11.879091
105,bt_account__advised_super,bt_login_failure,what is user I'd pswd,CONTENT_MISMATCH,True,1.000,False,Please select which applies to you.,Please select which applies to you.,Change Username|Change Password|Log out,,node0p4j8c906ly3e3t6co2drenv106175029023163067a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:52:12.817782
120,bt_account__advised_super,bt_pension_payment_amount,What is my annual pension?,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,Are you looking to make a withdrawal?,,node01e72jabx5vv6h16k90ohkl1yh9121175029023164567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:52:27.304905
125,bt_account__advised_super,bt_platforms_sft,SFT,CONTENT_MISMATCH,True,1.000,False,As part of BT’s simplification we have closed the super fund Retirement Wrap. This means BT Panorama Super accounts have been transferred to another super fund called Asgard Independence Plan Division Two. For more information select 'Go to page'.,As part of BT’s simplification we have closed the super fund Retirement Wrap. This means BT Panorama Super accounts have been transferred to another super fund called Asgard Independence Plan Division Two. For more information select 'Go to page'.,Go to page|Choice of super fund form,Go to page,node02u8hoxnhs6fa1de3zbik1jtwo126175029023165067a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:52:32.277875
127,bt_account__advised_super,bt_primary_email_postal_address,Change primary email or postal address option,FAILED_RESPONSE,False,0.087,False,You can update a client’s primary email and postal address by navigating to their ‘Client details’ section.,Which contact details would you like to update?,,Mobile number|All other details,node01qehj47sp83461wnoef8rs9ijq128175029023165267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:52:34.379348
130,bt_account__advised_super,bt_rcr_changes,Advice fee changes ,FAILED_RESPONSE,False,0.130,False,"We now require clients to provide consent to BT when they set up or amend an advice fee arrangement, or renew an ongoing fee arrangement. For information on requesting client consent for an advice fee, select the ‘Help & Support’ button.","Your financial adviser on file is able to amend your ongoing advice fees for you. Please speak with your adviser for more information, the 'Adviser information' button will take you to their details.",Help & Support,Adviser information,node01wucv32nytxux1tqyu39j0noch131175029023165567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:52:37.526197
145,bt_account__advised_super,bt_technical_difficulties,"I’m getting a technical difficulties message, can you help?",FAILED_RESPONSE,False,0.102,True,"For assistance from one of our consultants, you can call 1300 881 716 (or +612 9155 4030 if calling from overseas) from Monday to Friday, 8:30am to 6:30pm (Sydney time).",This query might need a little more attention. I'll connect you with one of our helpful consultants who can assist you further. Please select the ‘Chat with consultant’ button.,Chat with consultant,Chat with consultant,node0mhj1ngunb71kp6pthktnonwu146175029023167067a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:52:52.379154
148,bt_account__advised_super,bt_test_navigation,how do i navigate,FAILED_RESPONSE,False,0.000,True,Example Response,I didn't catch that. Please say it differently.,,,node0agi42aji241t3j35riwbejgv149175029023167367a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:52:55.516701
175,bt_account__advised_super,view_statements_reports,View Statements and reports,FAILED_RESPONSE,False,0.000,False,What type of statement are you looking for today?,"I didn't catch your drift. Rephrase, please?",Tax or annual statement|Report,,node01roob86yk8jln143f45kfld4an176175029023170067a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:53:21.925062
189,bt_account_advised_investment,91_Capabilities_S_P,Does the vaname have any features?,FAILED_RESPONSE,False,0.000,False,I am here to help you with using BT Panorama. Here are some examples of how I can assist,Example Disabled Response,View statements|Make a payment|Make a deposit|Get to know Panorama|Chat with consultant,,node0dx3ga76siljka37oct293yg190175029023171467a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:53:33.848836
190,bt_account_advised_investment,Asgard_Migration,Asgard migration into Panorama,FAILED_RESPONSE,False,0.000,True,Example Response,"I can only chat in English for now. If you would prefer to speak to us in another language, call 1300 881 716 from 8:30am to 6.30pm, Monday to Friday (Sydney time) so we can assist you.",,,node04f2n9vqcr7d4i3huumkpak0h191175029023171567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:53:34.711809
192,bt_account_advised_investment,BT_SupermergerwithMercer,BT Super merger with Mercer,FAILED_RESPONSE,False,0.000,False,This query does not apply to this account type. Is there anything else I can help you with?,"For more information on Protect Your Super (PYS) and Putting Members Interests First (PMIF) legislation, please select the relevant button.",,PYS|PMIF,node01lzc3gkv8ux6x1it533huuxlz4193175029023171767a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:53:36.525991
193,bt_account_advised_investment,ChatBotDown,Is the chat bot working?,FAILED_RESPONSE,False,0.542,False,I might not be trained to answer your question just yet. Can you try asking again in another way or by using different words?,Can you try asking again in another way or by using different words?,Talk to someone,,node05vejh8tqjdj9535gzgxweagx194175029023171867a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:53:37.362552
194,bt_account_advised_investment,Client_Emulator,Emulate a clients view ,FAILED_RESPONSE,False,0.000,True,Example Response,"I didn't catch your drift. Rephrase, please?",,,node01v3yniib5cqt43mtf6kh7qk6195175029023171967a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:53:38.206937
200,bt_account_advised_investment,Message-BT-Session-Start-Mobile,Welcome message for mobile,FAILED_RESPONSE,False,0.045,True,Hi. I'm here to assist you with using BT Panorama. Please use key words when chatting with me.,Oops. Signal fuzzy. Could you rephrase?,,,node013oaoip9v67251w9zu0uykusrh201175029023172567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:53:43.320294
204,bt_account_advised_investment,WLIS_Class_action,WLIS Class action,FAILED_RESPONSE,False,0.130,False,We are limited by the Court’s rules in what we can say to you about the Class Action and the document you have received. I can direct you to our website for some further information about the notice.,"I can only chat in English for now. If you would prefer to speak to us in another language, call 1300 881 716 from 8:30am to 6.30pm, Monday to Friday (Sydney time) so we can assist you.",WLIS Class Action,,node0s7o4ntkpxgxvxgha7164dw7c205175029023172967a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:53:46.836492
209,bt_account_advised_investment,bt_all_other_contact_details,Amend all other contact details option,FAILED_RESPONSE,False,0.000,False,Example Response,Which contact details would you like to update?,,Mobile number|All other details,node05iybxzzouwonx95ho288ow1h211175029023173567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:53:51.080546
216,bt_account_advised_investment,bt_available_balance,bt available balances (guai),FAILED_RESPONSE,False,0.000,False,You are able to view a list of your account balances in the 'Investments' section on the navigation menu. Please select the 'Go to page' button.,"For now, I can't help with that. But I'm always learning.",Go to page|Minimum cash balance,,node0kne2zdq0itek14cacnyj3xrsl218175029023174267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:53:57.118584
218,bt_account_advised_investment,bt_balance_decrease,Why has my balance decreased?,FAILED_RESPONSE,False,0.074,False,"One of our consultants will be able to assist you with this query. If you would like assistance, please select the 'Chat with consultant' button.","You are able to view your account performance from the 'Overview' section on the navigation menu. To generate performance reports:
220,bt_account_advised_investment,bt_broken_link,Is there another link i can use,FAILED_RESPONSE,False,0.316,True,"One of our consultants will be able to assist you with this query. If you would like assistance, please select the 'Chat with consultant' button.",This query might need a little more attention. I'll connect you with one of our helpful consultants who can assist you further. Please select the ‘Chat with consultant’ button.,Chat with consultant,Chat with consultant,node01akwhejprvc2yzl25te01f5hl222175029023174667a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:54:00.536680
228,bt_account_advised_investment,bt_change_beneficiary_details,Dependants,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,Change contact details,,node01mrbrjzmcwhmt72hdz6v9zdf5230175029023175467a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:54:07.343519
234,bt_account_advised_investment,bt_client_details,How do I change my client's tax file number?,FAILED_RESPONSE,False,0.125,False,Which contact details would you like to update?,"If you'd like to add or amend your TFN, please contact your adviser, as they can update this on your behalf.",Mobile number|All other details,,node0c5jwp3ry260410vnjl4houk2v236175029023176067a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:54:12.484639
241,bt_account_advised_investment,bt_compliance_letter,Hi i would like to obtain a letter of compliance please,FAILED_RESPONSE,False,0.081,False,"One of our consultants will be able to assist you with this query. If you would like assistance, please select the 'Chat with consultant' button.",This query does not apply to this account type. Is there anything else I can help you with?,Chat with consultant,,node01f2glf6dnqt501x9w8z5kbilg5243175029023176767a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:54:18.470850
242,bt_account_advised_investment,bt_concess_contribute,Is it possible to check my concessional contributions?,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,View transactions,,node01ntgty7dznwxu6ey1ma31wz35244175029023176867a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:54:19.305675
248,bt_account_advised_investment,bt_ddo_trade,DDO Changes to trade,FAILED_RESPONSE,False,0.119,False,I can help you buy a managed fund or managed portfolio. Please select the 'Show me how' button.,To buy or sell an investment please speak to your financial adviser who will be able to assist you. You are able to view your adviser's details in the 'Account details' section on the navigation menu.,Show me how,,node01hbk6ewo16paipqhe9qjnpjrr250175029023177467a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:54:24.847374
254,bt_account_advised_investment,bt_eidv,ID requirements for new advisers and support staff,FAILED_RESPONSE,False,0.059,False,"New advisers, support staff and paraplanners will be asked to provide and electronically verify an Australian photo identification document upon their first log in. Alternatively, they can contact us and we’ll provide instructions on how to send documents securely by either using Fileshare or a password protected email.","To add and/or amend an accountant you will need to:
255,bt_account_advised_investment,bt_email_disambig,I see you are asking about emails,FAILED_RESPONSE,False,0.091,False,I see you are asking about emails.,"I haven't understood. Rephrase, please?",Why register again?|Resend registration email,,node01mo6dbg8i4ly512w1j711g0ij4257175029023178167a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:54:30.895447
258,bt_account_advised_investment,bt_eofy_key_dates,End of Financial Year key dates,FAILED_RESPONSE,False,0.061,False,"For transactions to be reflected within 2024/25 annual statements, we must receive the payment by 5pm Friday 27th June 2025. We recommend submitting by Tuesday 24th June 2025 before 5pm.",I am here to help you during the end of financial year. You can chat with me by using keywords or selecting from these common queries:,EOFY information|Tax & annual statements,Key dates|Make a contribution|Tax statements & reports|Submit a Deduction notice|EOFY Information ,node0ra3rf7nnamc8vt4pcqoorqmy260175029023178467a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:54:33.457487
267,bt_account_advised_investment,bt_get_to_know_pano,Get to know Panorama,FAILED_RESPONSE,False,0.000,True,Example Response,"The ABN for BT Panorama Super/Pension & BT Super Invest is 90 194 410 365
275,bt_account_advised_investment,bt_key_dates,Key dates for end of financial year,FAILED_RESPONSE,False,0.000,False,Example Response,I am here to help you during the end of financial year. You can chat with me by using keywords or selecting from these common queries:,,Key dates|Make a contribution|Tax statements & reports|Submit a Deduction notice|EOFY Information ,node0d461t7keqzik1n6xab2efhuu9277175029023180167a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:54:47.984687
279,bt_account_advised_investment,bt_linked_account_verification,Where do I put in the 1 cent verification code?,CONTENT_MISMATCH,True,1.000,False,I can help you verify your linked bank account to enable it for direct debits. Please select the 'Show me how' button.,I can help you verify your linked bank account to enable it for direct debits. Please select the 'Show me how' button.,Show me how|Link a bank account|Change linked bank account,Show me how,node0bxjdkaykc8mh1dppzv8x655p0281175029023180567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:54:51.385528
280,bt_account_advised_investment,bt_login_failure,what is user I'd pswd,CONTENT_MISMATCH,True,1.000,False,Please select which applies to you.,Please select which applies to you.,Change Username|Change Password|Log out,,node01q7omca6xbzhdl7iyawzwaqtm282175029023180667a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:54:52.239922
295,bt_account_advised_investment,bt_pension_payment_amount,What is my annual pension?,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,Are you looking to make a withdrawal?,,node0p1nplvn5u1l4wf9jnq26qgag297175029023182167a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:55:04.879545
299,bt_account_advised_investment,bt_personal_tax,claim personal tax deduction,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,Tax & annual statements,,node0vejit7e0j1fl1xcgrj3ynasta301175029023182567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:55:08.221915
302,bt_account_advised_investment,bt_primary_email_postal_address,Change primary email or postal address option,FAILED_RESPONSE,False,0.087,False,You can update a client’s primary email and postal address by navigating to their ‘Client details’ section.,Which contact details would you like to update?,,Mobile number|All other details,node0guf6y5wcuqsunr8ke35wajt304175029023182867a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:55:10.814333
305,bt_account_advised_investment,bt_rcr_changes,Advice fee changes ,FAILED_RESPONSE,False,0.130,False,"We now require clients to provide consent to BT when they set up or amend an advice fee arrangement, or renew an ongoing fee arrangement. For information on requesting client consent for an advice fee, select the ‘Help & Support’ button.","Your financial adviser on file is able to amend your ongoing advice fees for you. Please speak with your adviser for more information, the 'Adviser information' button will take you to their details.",Help & Support,Adviser information,node01lzp7rhi4hbn7xf9j7fo3dngs307175029023183167a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:55:13.348883
310,bt_account_advised_investment,bt_rollover,How can I roll funds?,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,Withdrawal,,node01r28jejzjlowd19uj7tb7f54ak312175029023183667a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:55:17.584813
320,bt_account_advised_investment,bt_technical_difficulties,"I’m getting a technical difficulties message, can you help?",FAILED_RESPONSE,False,0.102,True,"For assistance from one of our consultants, you can call 1300 881 716 (or +612 9155 4030 if calling from overseas) from Monday to Friday, 8:30am to 6:30pm (Sydney time).",This query might need a little more attention. I'll connect you with one of our helpful consultants who can assist you further. Please select the ‘Chat with consultant’ button.,Chat with consultant,Chat with consultant,node0585h537b3j5x8kmxm52sw2dh322175029023184667a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:55:26.034035
323,bt_account_advised_investment,bt_test_navigation,how do i navigate,FAILED_RESPONSE,False,0.000,True,Example Response,"Sorry, I'm not following. Rephrase, please?",,,node0177ssqimdn6mcm82xso1r0g5p325175029023184967a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:55:28.596652
350,bt_account_advised_investment,view_statements_reports,View Statements and reports,FAILED_RESPONSE,False,0.000,False,What type of statement are you looking for today?,I didn't catch that. Please say it differently.,Tax or annual statement|Report,,node016ofq8f8mj4gm1mlolywj54kus352175029023187667a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:55:51.392123
364,bt_account_advised_pension,91_Capabilities_S_P,Does the vaname have any features?,FAILED_RESPONSE,False,0.000,False,I am here to help you with using BT Panorama. Here are some examples of how I can assist,Example Disabled Response,View statements|Make a payment|Make a deposit|Get to know Panorama|Chat with consultant,,node012u1bl1gya7m58vllbl7i3vjo366175029023189067a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:56:03.254102
365,bt_account_advised_pension,Asgard_Migration,Asgard migration into Panorama,FAILED_RESPONSE,False,0.000,True,Example Response,"I can only chat in English for now. If you would prefer to speak to us in another language, call 1300 881 716 from 8:30am to 6.30pm, Monday to Friday (Sydney time) so we can assist you.",,,node01353ctbt5mudfsajcbg66p309367175029023189167a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:56:04.105087
367,bt_account_advised_pension,BT_SupermergerwithMercer,BT Super merger with Mercer,FAILED_RESPONSE,False,0.000,False,This query does not apply to this account type. Is there anything else I can help you with?,"For more information on Protect Your Super (PYS) and Putting Members Interests First (PMIF) legislation, please select the relevant button.",,PYS|PMIF,node01ww8b6goptd3z1peauqcq8n2oo369175029023189367a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:56:05.793408
368,bt_account_advised_pension,ChatBotDown,Is the chat bot working?,CONTENT_MISMATCH,True,1.000,False,I might not be trained to answer your question just yet. Can you try asking again in another way or by using different words?,I might not be trained to answer your question just yet. Can you try asking again in another way or by using different words?,Talk to someone,,node01wsd0a3z2uhdv1foir8tenw1r5370175029023189467a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:56:06.630251
369,bt_account_advised_pension,Client_Emulator,Emulate a clients view ,FAILED_RESPONSE,False,0.000,True,Example Response,Didn't quite get that. Try saying it another way.,,,node09sbtx3qv5vx1953j9lacfajs371175029023189567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:56:07.481101
373,bt_account_advised_pension,Full_Transfer_Panorama,Full transfer within Panorama,FAILED_RESPONSE,False,0.244,False,"You can use the 'Full transfer within Panorama Super' form to transfer a Panorama Super account between phases, eg accumulation phase to transition to retirement phase or pension phase. To transfer an account between phases: 1. Select 'Go to page'. 2. Select 'Full transfer within Panorama Super' then follow the prompts. To track the progress of your request, go to ‘Forms & requests’ and select ‘Request status’.","For assistance with locating the 'Pension refresh' form, select ‘Show me how’. For frequently asked questions, select 'FAQs'. To transfer the pension back to accumulation phase, cease the pension and leave funds in accumulation phase, or control when the pension restarts, select ‘Full transfer within Panorama Super’. To track the progress of the request, select ‘Forms & requests’ and then ‘Request status’. Note: Processing time is based on the average completion time and may vary, based on complexity.",Go to page,Show me how|FAQs|Full Transfer within Panorama Super|Forms & requests,node051xty9g7z6zq1utnlntgcvbcf375175029023189967a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T10:56:11.508936
